device_no,电池电压,表号,冻结流量,imei号,瞬时流量,压力,反向流量,信号值,启动次数,温度,累计流量,上传时间,日期计算,时间计算,时间是否有效,数据L/s,Unnamed: 17,图表功能区,（数据区域更改后自动计算，但确定最快分钟流量需手动更改）,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-86,4585,21.14,24.1843,2024-11-21 20:53:55,2024-11-21,20:53:55,有效,0.0037037037037037823,,,,,,,,,,114.0,2024-10-04
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-87,4584,21.13,24.1824,2024-11-21 20:49:25,2024-11-21,20:49:25,无效时间,,,,,,,,,,,34.0,2024-10-05
860329065551923,3.627,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-87,4583,21.26,24.1814,2024-11-21 20:40:58,2024-11-21,20:40:58,无效时间,,,,,,,,,,,90.0,2024-10-06
860329065551923,3.649,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-87,4582,21.39,24.1804,2024-11-21 20:33:16,2024-11-21,20:33:16,有效,0.0035460992907801903,,,,,,,,,,92.0,2024-10-07
860329065551923,3.625,70666000038000,21.28,860329065551923,0.004,0.0,0.54,-87,4581,21.71,24.1794,2024-11-21 20:28:34,2024-11-21,20:28:34,无效时间,,,,,,,,,,,160.0,2024-10-08
860329065551923,3.623,70666000038000,21.28,860329065551923,0.003,0.0,0.54,-88,4580,22.45,24.176,2024-11-21 20:09:29,2024-11-21,20:09:29,有效,0.25000000000016076,,,,,,,,,,63.0,2024-10-09
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0049,0.0,0.54,-88,4580,22.45,24.1745,2024-11-21 20:09:25,2024-11-21,20:09:25,有效,,,,,,,,,,,143.0,2024-10-10
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0104,0.0,0.54,-88,4580,22.45,24.1734,2024-11-21 20:09:23,2024-11-21,20:09:23,有效,0.25000000000016076,,,,,,,,,,70.0,2024-10-11
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0164,0.0,0.54,-88,4580,22.45,24.1723,2024-11-21 20:09:19,2024-11-21,20:09:19,无效时间,,,,,,,,,,,100.0,2024-10-12
860329065551923,3.626,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-87,4579,21.91,24.1639,2024-11-21 19:03:00,2024-11-21,19:03:00,有效,0.004424778761062069,,,,,,,,,,91.0,2024-10-13
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-96,4578,22.97,24.1631,2024-11-21 18:59:14,2024-11-21,18:59:14,无效时间,,,,,,,,,,,147.0,2024-10-14
860329065551923,3.626,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-85,4577,20.54,24.1611,2024-11-21 13:07:29,2024-11-21,13:07:29,无效时间,,,,,,,,,,,91.0,2024-10-15
860329065551923,3.625,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-85,4576,21.46,24.1562,2024-11-21 12:19:11,2024-11-21,12:19:11,无效时间,,,,,,,,,,,76.0,2024-10-16
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0001,0.0,0.54,-85,4575,22.39,24.1552,2024-11-21 12:11:35,2024-11-21,12:11:35,无效时间,,,,,,,,,,,60.0,2024-10-17
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0191,0.0,0.54,-96,4574,19.11,24.1541,2024-11-21 09:08:14,2024-11-21,09:08:14,无效时间,,,,,,,,,,,76.0,2024-10-18
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-85,4573,21.6,24.1499,2024-11-21 08:53:33,2024-11-21,08:53:33,无效时间,,,,,,,,,,,47.0,2024-10-19
860329065551923,3.617,70666000038000,21.28,860329065551923,0.0164,0.0,0.54,-84,4572,20.91,24.1478,2024-11-21 08:19:46,2024-11-21,08:19:46,无效时间,,,,,,,,,,,83.0,2024-10-20
860329065551923,3.617,70666000038000,21.28,860329065551923,0.0197,0.0,0.54,-84,4572,20.91,24.1467,2024-11-21 08:19:44,2024-11-21,08:19:44,无效时间,,,,,,,,,,,59.0,2024-10-21
860329065551923,3.617,70666000038000,21.28,860329065551923,0.0197,0.0,0.54,-84,4572,20.91,24.1456,2024-11-21 08:19:42,2024-11-21,08:19:42,无效时间,,,,,,,,,,,67.0,2024-10-22
860329065551923,3.617,70666000038000,21.28,860329065551923,0.0197,0.0,0.54,-84,4572,20.91,24.1445,2024-11-21 08:19:40,2024-11-21,08:19:40,有效,,,,,,,,,,,63.0,2024-10-23
860329065551923,3.617,70666000038000,21.28,860329065551923,0.0197,0.0,0.54,-84,4572,20.91,24.1434,2024-11-21 08:19:38,2024-11-21,08:19:38,无效时间,,,,,,,,,,,94.0,2024-10-24
860329065551923,3.617,70666000038000,21.28,860329065551923,0.0196,0.0,0.54,-84,4572,20.91,24.1423,2024-11-21 08:19:36,2024-11-21,08:19:36,无效时间,,,,,,,,,,,42.0,2024-10-25
860329065551923,3.617,70666000038000,21.28,860329065551923,0.0195,0.0,0.54,-84,4572,20.91,24.1412,2024-11-21 08:19:34,2024-11-21,08:19:34,有效,,,,,,,,,,,76.0,2024-10-26
860329065551923,3.617,70666000038000,21.28,860329065551923,0.0194,0.0,0.54,-84,4572,20.91,24.1402,2024-11-21 08:19:32,2024-11-21,08:19:32,无效时间,,,,,,,,,,,87.0,2024-10-27
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0023,0.0,0.54,-85,4571,21.02,24.1303,2024-11-21 08:04:27,2024-11-21,08:04:27,有效,0.041666666666660156,,,,,,,,,,43.0,2024-10-28
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-85,4571,20.81,24.1301,2024-11-21 08:04:03,2024-11-21,08:04:03,无效时间,,,,,,,,,,,68.0,2024-10-29
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0036,0.0,0.54,-86,4570,22.42,24.1281,2024-11-21 07:47:51,2024-11-21,07:47:51,无效时间,,,,,,,,,,,42.0,2024-10-30
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0036,0.0,0.54,-86,4570,22.42,24.1279,2024-11-21 07:47:49,2024-11-21,07:47:49,无效时间,,,,,,,,,,,105.0,2024-10-31
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-86,4569,22.68,24.1252,2024-11-21 07:01:04,2024-11-21,07:01:04,无效时间,,,,,,,,,,,70.0,2024-11-01
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0094,0.0,0.54,-85,4568,23.67,24.1239,2024-11-21 06:29:55,2024-11-21,06:29:55,有效,0.25000000000016076,,,,,,,,,,92.0,2024-11-02
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0099,0.0,0.54,-85,4568,23.67,24.1228,2024-11-21 06:29:51,2024-11-21,06:29:51,有效,0.249999999999861,,,,,,,,,,67.0,2024-11-03
860329065551923,3.621,70666000038000,21.28,860329065551923,0.01,0.0,0.54,-85,4568,23.67,24.1216,2024-11-21 06:29:47,2024-11-21,06:29:47,有效,0.04347826086957051,,,,,,,,,,108.0,2024-11-04
860329065551923,3.616,70666000038000,21.28,860329065551923,0.0121,0.0,0.54,-85,4567,23.67,24.1142,2024-11-21 06:29:24,2024-11-21,06:29:24,有效,,,,,,,,,,,22.0,2024-11-05
860329065551923,3.616,70666000038000,21.28,860329065551923,0.0156,0.0,0.54,-85,4567,23.67,24.1131,2024-11-21 06:29:22,2024-11-21,06:29:22,无效时间,,,,,,,,,,,63.0,2024-11-06
860329065551923,3.616,70666000038000,21.28,860329065551923,0.0188,0.0,0.54,-85,4567,23.67,24.1119,2024-11-21 06:29:20,2024-11-21,06:29:20,无效时间,,,,,,,,,,,83.0,2024-11-07
860329065551923,3.616,70666000038000,21.28,860329065551923,0.021,0.0,0.54,-85,4567,23.67,24.1107,2024-11-21 06:29:18,2024-11-21,06:29:18,有效,,,,,,,,,,,79.0,2024-11-08
860329065551923,3.616,70666000038000,21.28,860329065551923,0.0214,0.0,0.54,-85,4567,23.67,24.1095,2024-11-21 06:29:16,2024-11-21,06:29:16,无效时间,,,,,,,,,,,90.0,2024-11-09
860329065551923,3.616,70666000038000,21.28,860329065551923,0.0214,0.0,0.54,-85,4567,23.67,24.1083,2024-11-21 06:29:14,2024-11-21,06:29:14,无效时间,,,,,,,,,,,71.0,2024-11-10
860329065551923,3.616,70666000038000,21.28,860329065551923,0.0214,0.0,0.54,-85,4567,23.67,24.1071,2024-11-21 06:29:12,2024-11-21,06:29:12,无效时间,,,,,,,,,,,49.0,2024-11-11
860329065551923,3.616,70666000038000,21.28,860329065551923,0.0214,0.0,0.54,-85,4567,23.67,24.1059,2024-11-21 06:29:10,2024-11-21,06:29:10,有效,,,,,,,,,,,86.0,2024-11-12
860329065551923,3.616,70666000038000,21.28,860329065551923,0.0214,0.0,0.54,-85,4567,23.67,24.1047,2024-11-21 06:29:08,2024-11-21,06:29:08,无效时间,,,,,,,,,,,70.0,2024-11-13
860329065551923,3.616,70666000038000,21.28,860329065551923,0.0214,0.0,0.54,-85,4567,24.96,24.1035,2024-11-21 06:29:06,2024-11-21,06:29:06,无效时间,,,,,,,,,,,79.0,2024-11-14
860329065551923,3.616,70666000038000,21.28,860329065551923,0.0214,0.0,0.54,-85,4567,24.96,24.1023,2024-11-21 06:29:04,2024-11-21,06:29:04,无效时间,,,,,,,,,,,81.0,2024-11-15
860329065551923,3.616,70666000038000,21.28,860329065551923,0.0214,0.0,0.54,-85,4567,24.96,24.1012,2024-11-21 06:29:02,2024-11-21,06:29:02,有效,,,,,,,,,,,58.0,2024-11-16
860329065551923,3.616,70666000038000,21.28,860329065551923,0.0213,0.0,0.54,-85,4567,24.96,24.1,2024-11-21 06:29:00,2024-11-21,06:29:00,无效时间,,,,,,,,,,,95.0,2024-11-17
860329065551923,3.616,70666000038000,21.28,860329065551923,0.0212,0.0,0.54,-85,4567,24.96,24.0988,2024-11-21 06:28:58,2024-11-21,06:28:58,无效时间,,,,,,,,,,,60.0,2024-11-18
860329065551923,3.616,70666000038000,21.28,860329065551923,0.0211,0.0,0.54,-85,4567,24.96,24.0976,2024-11-21 06:28:56,2024-11-21,06:28:56,无效时间,,,,,,,,,,,44.0,2024-11-19
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0009,0.0,0.54,-85,4566,21.41,24.0829,2024-11-21 00:08:56,2024-11-21,00:08:56,有效,0.2500000000000015,,,,,,,,,,76.0,2024-11-20
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0067,0.0,0.54,-85,4566,21.41,24.0816,2024-11-21 00:08:52,2024-11-21,00:08:52,有效,0.2500000000000015,,,,,,,,,,61.0,2024-11-21
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0123,0.0,0.54,-85,4566,21.41,24.0803,2024-11-21 00:08:48,2024-11-21,00:08:48,有效,0.24999999999999684,,,,,,,,,,17.0,2024-11-22
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0124,0.0,0.54,-85,4566,21.41,24.0789,2024-11-21 00:08:44,2024-11-21,00:08:44,有效,0.2500000000000015,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0123,0.0,0.54,-85,4566,21.41,24.0775,2024-11-21 00:08:40,2024-11-21,00:08:40,有效,0.2500000000000015,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0125,0.0,0.54,-85,4566,21.41,24.0761,2024-11-21 00:08:36,2024-11-21,00:08:36,有效,0.24999999999999684,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0125,0.0,0.54,-85,4566,21.41,24.0747,2024-11-21 00:08:32,2024-11-21,00:08:32,无效时间,,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0124,0.0,0.54,-85,4566,21.41,24.074,2024-11-21 00:08:30,2024-11-21,00:08:30,无效时间,,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0002,0.0,0.54,-97,4565,22.07,24.0664,2024-11-20 23:53:59,2024-11-20,23:53:59,有效,0.16666666666664062,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0077,0.0,0.54,-97,4565,22.07,24.0651,2024-11-20 23:53:53,2024-11-20,23:53:53,无效时间,,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0036,0.0,0.54,-97,4565,22.07,24.0656,2024-11-20 23:53:54,2024-11-20,23:53:54,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-86,4564,22.26,24.0633,2024-11-20 23:39:55,2024-11-20,23:39:55,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-85,4563,22.45,24.0623,2024-11-20 23:02:11,2024-11-20,23:02:11,无效时间,,,,,,,,,,,,
860329065551923,3.632,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-85,4562,21.7,24.0608,2024-11-20 21:58:57,2024-11-20,21:58:57,无效时间,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-88,4561,21.85,24.0604,2024-11-20 21:37:51,2024-11-20,21:37:51,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0111,0.0,0.54,-86,4560,23.77,24.0553,2024-11-20 21:30:24,2024-11-20,21:30:24,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0165,0.0,0.54,-86,4560,23.77,24.0542,2024-11-20 21:30:22,2024-11-20,21:30:22,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0201,0.0,0.54,-86,4560,23.77,24.053,2024-11-20 21:30:20,2024-11-20,21:30:20,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0202,0.0,0.54,-86,4560,23.77,24.0519,2024-11-20 21:30:18,2024-11-20,21:30:18,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0201,0.0,0.54,-86,4560,23.77,24.0508,2024-11-20 21:30:16,2024-11-20,21:30:16,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0201,0.0,0.54,-86,4560,23.77,24.0497,2024-11-20 21:30:14,2024-11-20,21:30:14,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0202,0.0,0.54,-86,4560,23.77,24.0485,2024-11-20 21:30:12,2024-11-20,21:30:12,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0203,0.0,0.54,-86,4560,23.77,24.0474,2024-11-20 21:30:10,2024-11-20,21:30:10,有效,0.16666666666664062,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0137,0.0,0.54,-86,4560,23.73,24.0457,2024-11-20 21:30:04,2024-11-20,21:30:04,有效,0.16666666666664062,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0084,0.0,0.54,-86,4560,23.73,24.0443,2024-11-20 21:29:58,2024-11-20,21:29:58,有效,0.16666666666664062,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0053,0.0,0.54,-86,4560,23.73,24.0429,2024-11-20 21:29:52,2024-11-20,21:29:52,无效时间,,,,,,,,,,,,
860329065551923,3.625,70666000038000,21.28,860329065551923,0.0001,0.0,0.54,-86,4559,21.28,24.0393,2024-11-20 20:15:20,2024-11-20,20:15:20,无效时间,,,,,,,,,,,,
860329065551923,3.616,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-86,4558,21.49,24.0384,2024-11-20 20:07:04,2024-11-20,20:07:04,无效时间,,,,,,,,,,,,
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0001,0.0,0.54,-85,4557,21.47,24.0377,2024-11-20 20:01:12,2024-11-20,20:01:12,有效,0.004424778761062069,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0013,0.0,0.54,-86,4556,21.71,24.0365,2024-11-20 19:57:26,2024-11-20,19:57:26,有效,0.004065040650406503,,,,,,,,,,,
860329065551923,3.626,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-86,4555,21.71,24.0341,2024-11-20 19:53:20,2024-11-20,19:53:20,无效时间,,,,,,,,,,,,
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0001,0.0,0.54,-86,4554,21.69,24.0331,2024-11-20 19:46:41,2024-11-20,19:46:41,无效时间,,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-85,4553,21.73,24.0321,2024-11-20 19:40:07,2024-11-20,19:40:07,无效时间,,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-86,4552,21.92,24.0311,2024-11-20 19:33:35,2024-11-20,19:33:35,无效时间,,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-85,4551,22.3,24.0301,2024-11-20 19:26:39,2024-11-20,19:26:39,无效时间,,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-86,4550,20.81,24.0291,2024-11-20 13:33:43,2024-11-20,13:33:43,无效时间,,,,,,,,,,,,
860329065551923,3.627,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-86,4548,21.1,24.0254,2024-11-20 13:18:25,2024-11-20,13:18:25,无效时间,,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-86,4547,20.95,24.024,2024-11-20 13:03:00,2024-11-20,13:03:00,无效时间,,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0003,0.0,0.54,-86,4546,18.53,24.0231,2024-11-20 12:46:17,2024-11-20,12:46:17,无效时间,,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0008,0.0,0.54,-86,4546,18.53,24.023,2024-11-20 12:46:16,2024-11-20,12:46:16,有效,0.045454545454544956,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0184,0.0,0.54,-86,4545,21.27,24.0151,2024-11-20 12:45:54,2024-11-20,12:45:54,有效,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0185,0.0,0.54,-86,4545,21.27,24.0141,2024-11-20 12:45:52,2024-11-20,12:45:52,无效时间,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0186,0.0,0.54,-86,4545,21.27,24.0131,2024-11-20 12:45:50,2024-11-20,12:45:50,有效,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0185,0.0,0.54,-86,4545,21.27,24.0121,2024-11-20 12:45:48,2024-11-20,12:45:48,无效时间,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0184,0.0,0.54,-86,4545,21.27,24.011,2024-11-20 12:45:46,2024-11-20,12:45:46,有效,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0182,0.0,0.54,-86,4545,21.27,24.01,2024-11-20 12:45:44,2024-11-20,12:45:44,有效,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0181,0.0,0.54,-86,4545,21.27,24.009,2024-11-20 12:45:42,2024-11-20,12:45:42,有效,0.25000000000016076,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0181,0.0,0.54,-86,4545,21.27,24.007,2024-11-20 12:45:38,2024-11-20,12:45:38,有效,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0179,0.0,0.54,-86,4545,21.27,24.006,2024-11-20 12:45:36,2024-11-20,12:45:36,无效时间,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0179,0.0,0.54,-86,4545,21.27,24.005,2024-11-20 12:45:34,2024-11-20,12:45:34,有效,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.018,0.0,0.54,-86,4545,21.27,24.004,2024-11-20 12:45:32,2024-11-20,12:45:32,有效,0.25000000000016076,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.018,0.0,0.54,-86,4545,21.27,24.002,2024-11-20 12:45:28,2024-11-20,12:45:28,有效,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0181,0.0,0.54,-86,4545,21.27,24.0011,2024-11-20 12:45:26,2024-11-20,12:45:26,有效,0.00598802395209579,,,,,,,,,,,
860329065551923,3.625,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-86,4544,21.32,23.9901,2024-11-20 12:42:39,2024-11-20,12:42:39,无效时间,,,,,,,,,,,,
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-86,4543,21.03,23.9891,2024-11-20 12:30:37,2024-11-20,12:30:37,有效,0.008130081300813006,,,,,,,,,,,
860329065551923,3.625,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-94,4542,22.02,23.9889,2024-11-20 12:28:34,2024-11-20,12:28:34,无效时间,,,,,,,,,,,,
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-86,4541,22.43,23.9841,2024-11-20 12:18:50,2024-11-20,12:18:50,有效,0.0037037037037037823,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0008,0.0,0.54,-96,4540,23.18,23.9835,2024-11-20 12:14:20,2024-11-20,12:14:20,无效时间,,,,,,,,,,,,
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0,0.0,0.54,-86,4539,19.93,23.982,2024-11-20 09:13:27,2024-11-20,09:13:27,有效,0.038461538461534814,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0072,0.0,0.54,-86,4538,19.05,23.9808,2024-11-20 09:13:01,2024-11-20,09:13:01,有效,0.16666666666664062,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0067,0.0,0.54,-86,4538,19.05,23.9797,2024-11-20 09:12:55,2024-11-20,09:12:55,有效,0.16666666666677385,,,,,,,,,,,
