表号,IMEI号,累计流量,瞬时流量,反向流量,启动次数,温度,压力,电池电压,信号值,阀门状态,上报时间
70666000038000,860329065551923,117.1965,0.0,0.51,21129,24.28,0.0,3.627,-89,开,2025-09-04 12:45:49
70666000038000,860329065551923,117.1954,0.0001,0.51,21128,22.73,0.0,3.621,-89,开,2025-09-04 12:41:03
70666000038000,860329065551923,117.1944,0.0001,0.51,21127,24.0,0.0,3.627,-89,开,2025-09-04 12:37:38
70666000038000,860329065551923,117.1934,0.0001,0.51,21126,24.74,0.0,3.63,-90,开,2025-09-04 12:32:45
70666000038000,860329065551923,117.1933,0.0001,0.51,21126,24.76,0.0,3.63,-90,开,2025-09-04 12:32:24
70666000038000,860329065551923,117.1893,0.0,0.51,21125,24.97,0.0,3.63,-91,开,2025-09-04 12:29:21
70666000038000,860329065551923,117.1882,0.0001,0.51,21124,24.83,0.0,3.628,-90,开,2025-09-04 12:24:28
70666000038000,860329065551923,117.1872,0.0,0.51,21123,24.02,0.0,3.63,-87,开,2025-09-04 09:45:00
70666000038000,860329065551923,117.1858,0.0166,0.51,21122,24.45,0.0,3.63,-85,开,2025-09-04 09:39:58
70666000038000,860329065551923,117.1847,0.0053,0.51,21122,24.45,0.0,3.63,-85,开,2025-09-04 09:39:50
70666000038000,860329065551923,117.1834,0.0047,0.51,21122,24.45,0.0,3.63,-85,开,2025-09-04 09:39:40
70666000038000,860329065551923,117.1832,0.0038,0.51,21122,25.57,0.0,3.63,-85,开,2025-09-04 09:39:36
70666000038000,860329065551923,117.1802,0.0,0.5,21121,22.72,0.0,3.631,-88,开,2025-09-04 08:19:24
70666000038000,860329065551923,117.1797,0.0,0.5,21120,23.05,0.0,3.631,-90,开,2025-09-04 08:16:56
70666000038000,860329065551923,117.1766,0.0069,0.5,21119,24.4,0.0,3.628,-90,开,2025-09-04 08:16:33
70666000038000,860329065551923,117.1756,0.009,0.5,21119,24.4,0.0,3.628,-90,开,2025-09-04 08:16:29
70666000038000,860329065551923,117.1744,0.0116,0.5,21119,24.4,0.0,3.628,-90,开,2025-09-04 08:16:23
70666000038000,860329065551923,117.1732,0.0068,0.5,21119,24.4,0.0,3.628,-90,开,2025-09-04 08:16:17
70666000038000,860329065551923,117.1719,0.0084,0.5,21119,24.4,0.0,3.628,-90,开,2025-09-04 08:16:11
70666000038000,860329065551923,117.1706,0.0077,0.5,21119,24.4,0.0,3.628,-90,开,2025-09-04 08:16:05
70666000038000,860329065551923,117.1659,0.0,0.5,21118,22.95,0.0,3.63,-89,开,2025-09-04 08:04:18
70666000038000,860329065551923,117.1602,0.0144,0.5,21117,25.22,0.0,3.622,-90,开,2025-09-04 08:02:02
70666000038000,860329065551923,117.1593,0.02,0.5,21117,25.22,0.0,3.622,-90,开,2025-09-04 08:02:00
70666000038000,860329065551923,117.1567,0.0,0.5,21116,25.64,0.0,3.628,-87,开,2025-09-04 00:32:08
70666000038000,860329065551923,117.1554,0.0,0.5,21115,23.85,0.0,3.639,-89,开,2025-09-03 22:56:59
70666000038000,860329065551923,117.1544,0.0,0.5,21114,24.56,0.0,3.625,-90,开,2025-09-03 22:52:10
70666000038000,860329065551923,117.1534,0.0,0.5,21113,24.51,0.0,3.631,-90,开,2025-09-03 22:46:24
70666000038000,860329065551923,117.1524,0.0,0.5,21112,24.43,0.0,3.628,-89,开,2025-09-03 22:40:25
70666000038000,860329065551923,117.1514,0.0002,0.5,21111,24.49,0.0,3.627,-91,开,2025-09-03 22:32:49
70666000038000,860329065551923,117.1503,0.0,0.5,21110,24.62,0.0,3.628,-92,开,2025-09-03 22:27:31
70666000038000,860329065551923,117.1494,0.0,0.5,21109,24.06,0.0,3.627,-88,开,2025-09-03 22:22:03
70666000038000,860329065551923,117.1486,0.0,0.5,21108,22.97,0.0,3.631,-89,开,2025-09-03 21:31:43
70666000038000,860329065551923,117.1473,0.0017,0.5,21107,25.44,0.0,3.627,-86,开,2025-09-03 21:16:22
70666000038000,860329065551923,117.1461,0.0075,0.5,21107,25.44,0.0,3.627,-86,开,2025-09-03 21:16:16
70666000038000,860329065551923,117.1454,0.0097,0.5,21107,25.44,0.0,3.627,-86,开,2025-09-03 21:16:11
70666000038000,860329065551923,117.1344,0.0,0.5,21106,25.6,0.0,3.627,-88,开,2025-09-03 21:05:36
70666000038000,860329065551923,117.1337,0.0,0.5,21105,23.9,0.0,3.632,-89,开,2025-09-03 20:07:00
70666000038000,860329065551923,117.1316,0.0,0.5,21104,23.69,0.0,3.628,-90,开,2025-09-03 20:00:56
70666000038000,860329065551923,117.1307,0.0,0.5,21103,23.33,0.0,3.631,-88,开,2025-09-03 19:49:10
70666000038000,860329065551923,117.1296,0.0022,0.5,21102,23.58,0.0,3.628,-88,开,2025-09-03 19:41:19
70666000038000,860329065551923,117.1285,0.0012,0.5,21102,23.58,0.0,3.628,-88,开,2025-09-03 19:40:55
70666000038000,860329065551923,117.1284,0.0009,0.5,21102,23.58,0.0,3.628,-88,开,2025-09-03 19:40:52
70666000038000,860329065551923,117.1253,0.0,0.5,21101,23.87,0.0,3.627,-87,开,2025-09-03 19:34:59
70666000038000,860329065551923,117.1244,0.0,0.5,21100,23.79,0.0,3.627,-88,开,2025-09-03 19:25:51
70666000038000,860329065551923,117.1233,0.0,0.5,21099,24.03,0.0,3.631,-94,开,2025-09-03 19:18:47
70666000038000,860329065551923,117.1223,0.0,0.5,21098,23.8,0.0,3.627,-87,开,2025-09-03 19:09:39
70666000038000,860329065551923,117.1213,0.0,0.5,21097,24.11,0.0,3.628,-88,开,2025-09-03 19:03:50
70666000038000,860329065551923,117.1203,0.0,0.5,21096,24.08,0.0,3.627,-88,开,2025-09-03 18:55:24
70666000038000,860329065551923,117.1193,0.0,0.5,21095,24.27,0.0,3.63,-88,开,2025-09-03 18:48:59
70666000038000,860329065551923,117.1189,0.0,0.5,21094,25.02,0.0,3.627,-88,开,2025-09-03 18:46:07
70666000038000,860329065551923,117.1172,0.0,0.5,21093,25.04,0.0,3.628,-89,开,2025-09-03 18:44:47
70666000038000,860329065551923,117.1162,0.0,0.5,21092,26.0,0.0,3.628,-89,开,2025-09-03 18:39:15
70666000038000,860329065551923,117.1152,0.0,0.5,21091,26.94,0.0,3.627,-90,开,2025-09-03 18:34:13
70666000038000,860329065551923,117.1142,0.0,0.5,21090,27.17,0.0,3.648,-84,开,2025-09-03 16:17:26
70666000038000,860329065551923,117.113,0.002,0.5,21089,27.17,0.0,3.627,-86,开,2025-09-03 16:16:45
70666000038000,860329065551923,117.112,0.002,0.5,21089,27.14,0.0,3.627,-86,开,2025-09-03 16:16:27
70666000038000,860329065551923,117.1119,0.002,0.5,21089,27.14,0.0,3.627,-86,开,2025-09-03 16:16:25
70666000038000,860329065551923,117.1101,0.0,0.5,21088,26.96,0.0,3.628,-87,开,2025-09-03 13:59:39
70666000038000,860329065551923,117.1089,0.0033,0.5,21087,26.26,0.0,3.63,-88,开,2025-09-03 10:59:19
70666000038000,860329065551923,117.1077,0.0041,0.5,21087,26.26,0.0,3.63,-88,开,2025-09-03 10:59:09
70666000038000,860329065551923,117.1045,0.0,0.5,21086,23.18,0.0,3.628,-85,开,2025-09-03 09:42:11
70666000038000,860329065551923,117.1031,0.0,0.5,21085,21.0,0.0,3.627,-96,开,2025-09-03 09:32:44
70666000038000,860329065551923,117.0984,0.0216,0.5,21084,22.95,0.0,3.626,-90,开,2025-09-03 09:32:22
70666000038000,860329065551923,117.0972,0.0218,0.5,21084,22.95,0.0,3.626,-90,开,2025-09-03 09:32:20
70666000038000,860329065551923,117.096,0.0217,0.5,21084,22.95,0.0,3.626,-90,开,2025-09-03 09:32:18
70666000038000,860329065551923,117.0949,0.0215,0.5,21084,22.95,0.0,3.626,-90,开,2025-09-03 09:32:16
70666000038000,860329065551923,117.0937,0.0205,0.5,21084,22.95,0.0,3.626,-90,开,2025-09-03 09:32:14
70666000038000,860329065551923,117.0926,0.0198,0.5,21084,22.95,0.0,3.626,-90,开,2025-09-03 09:32:12
70666000038000,860329065551923,117.0914,0.0196,0.5,21084,22.95,0.0,3.626,-90,开,2025-09-03 09:32:10
70666000038000,860329065551923,117.0902,0.0205,0.5,21084,22.95,0.0,3.626,-90,开,2025-09-03 09:32:08
70666000038000,860329065551923,117.089,0.0213,0.5,21084,22.95,0.0,3.626,-90,开,2025-09-03 09:32:06
70666000038000,860329065551923,117.0878,0.0216,0.5,21084,22.95,0.0,3.626,-90,开,2025-09-03 09:32:04
70666000038000,860329065551923,117.0866,0.0215,0.5,21084,22.95,0.0,3.626,-90,开,2025-09-03 09:32:02
70666000038000,860329065551923,117.0854,0.0214,0.5,21084,22.95,0.0,3.626,-90,开,2025-09-03 09:32:00
70666000038000,860329065551923,117.0842,0.0214,0.5,21084,22.95,0.0,3.626,-90,开,2025-09-03 09:31:58
70666000038000,860329065551923,117.0831,0.0214,0.5,21084,22.95,0.0,3.626,-90,开,2025-09-03 09:31:56
70666000038000,860329065551923,117.0819,0.0214,0.5,21084,22.95,0.0,3.626,-90,开,2025-09-03 09:31:54
70666000038000,860329065551923,117.0724,0.0,0.5,21083,23.67,0.0,3.628,-86,开,2025-09-03 08:25:03
70666000038000,860329065551923,117.0668,0.0,0.5,21082,23.74,0.0,3.626,-86,开,2025-09-03 08:09:38
70666000038000,860329065551923,117.0664,0.0,0.5,21081,24.69,0.0,3.627,-86,开,2025-09-03 07:57:54
70666000038000,860329065551923,117.0633,0.0,0.5,21080,26.03,0.0,3.627,-87,开,2025-09-03 07:23:31
70666000038000,860329065551923,117.0528,0.0026,0.5,21079,26.3,0.0,3.632,-89,开,2025-09-03 01:46:55
70666000038000,860329065551923,117.0517,0.0025,0.5,21079,26.3,0.0,3.632,-89,开,2025-09-03 01:46:41
70666000038000,860329065551923,117.0506,0.0028,0.5,21079,26.3,0.0,3.632,-89,开,2025-09-03 01:46:31
70666000038000,860329065551923,117.05,0.0042,0.5,21079,26.3,0.0,3.632,-89,开,2025-09-03 01:46:28
70666000038000,860329065551923,117.0492,0.008,0.5,21079,26.27,0.0,3.632,-89,开,2025-09-03 01:46:27
70666000038000,860329065551923,117.04,0.0,0.5,21078,24.38,0.0,3.628,-86,开,2025-09-03 00:29:08
70666000038000,860329065551923,117.0389,0.0,0.5,21077,24.85,0.0,3.627,-87,开,2025-09-03 00:19:19
70666000038000,860329065551923,117.0298,0.0001,0.5,21076,24.28,0.0,3.628,-86,开,2025-09-03 00:04:48
70666000038000,860329065551923,117.0288,0.0,0.5,21075,24.17,0.0,3.628,-86,开,2025-09-03 00:00:13
70666000038000,860329065551923,117.0278,0.0,0.5,21074,24.08,0.0,3.628,-86,开,2025-09-02 23:55:51
70666000038000,860329065551923,117.0268,0.0,0.5,21073,23.97,0.0,3.628,-85,开,2025-09-02 23:50:49
70666000038000,860329065551923,117.0258,0.0,0.5,21072,23.81,0.0,3.63,-86,开,2025-09-02 23:45:51
70666000038000,860329065551923,117.0248,0.0,0.5,21071,23.15,0.0,3.628,-86,开,2025-09-02 23:41:10
70666000038000,860329065551923,117.0238,0.0,0.5,21070,23.88,0.0,3.622,-86,开,2025-09-02 23:38:22
70666000038000,860329065551923,117.0227,0.0001,0.5,21069,23.66,0.0,3.631,-86,开,2025-09-02 23:33:50
70666000038000,860329065551923,117.0217,0.0,0.5,21068,23.86,0.0,3.625,-86,开,2025-09-02 23:29:23
70666000038000,860329065551923,117.0207,0.0,0.5,21067,23.84,0.0,3.627,-86,开,2025-09-02 23:24:57
70666000038000,860329065551923,117.0197,0.0001,0.5,21066,23.52,0.0,3.626,-86,开,2025-09-02 23:20:17
70666000038000,860329065551923,117.0187,0.0,0.5,21065,22.89,0.0,3.628,-86,开,2025-09-02 23:15:29
70666000038000,860329065551923,117.0185,0.0,0.5,21064,25.26,0.0,3.626,-86,开,2025-09-02 23:14:22
70666000038000,860329065551923,117.0155,0.0032,0.5,21063,25.26,0.0,3.63,-87,开,2025-09-02 23:13:52
70666000038000,860329065551923,117.0141,0.0071,0.5,21063,25.26,0.0,3.63,-87,开,2025-09-02 23:13:48
70666000038000,860329065551923,117.0127,0.0172,0.5,21063,25.26,0.0,3.63,-87,开,2025-09-02 23:13:44
70666000038000,860329065551923,117.0116,0.0001,0.5,21063,25.26,0.0,3.63,-87,开,2025-09-02 23:13:31
70666000038000,860329065551923,117.0065,0.0,0.5,21062,25.24,0.0,3.628,-85,开,2025-09-02 23:11:49
70666000038000,860329065551923,117.0055,0.0,0.5,21061,25.81,0.0,3.628,-87,开,2025-09-02 23:07:12
70666000038000,860329065551923,117.0045,0.0,0.5,21060,22.61,0.0,3.628,-85,开,2025-09-02 20:09:32
70666000038000,860329065551923,117.0035,0.0001,0.5,21059,23.1,0.0,3.628,-85,开,2025-09-02 20:05:01
70666000038000,860329065551923,117.0025,0.0001,0.5,21058,22.86,0.0,3.628,-85,开,2025-09-02 20:00:36
70666000038000,860329065551923,117.0015,0.0001,0.5,21057,22.9,0.0,3.626,-91,开,2025-09-02 19:56:09
